,instance_index,receiver_polygon_area,transmitter_polygon_area,adversary_domain_pass_count,alpha_angle,avg_distance_receiver_adversary_boundaries,avg_distance_transmitter_adversary_boundaries,min_distance_transmitter_adversary_boundaries,min_distance_receiver_adversary_boundaries,adversary_friend_area_ratio,adversary_friend_area_ratio_reduced
0,0,63.38708991295243,242.76771351417818,0,48.156930121812394,14.131090781377385,17.587927674765766,0.0,6.140609995875419,0.024118134427084874,0.000448552116880603
1,1,328.8302746230732,408.0253399216117,0,58.70461204385889,15.767307901366468,18.42363246666102,1.1564070847663344,0.0,0.018736451160608923,0.0
2,2,254.83161751077742,70.31323189692972,2,17.32389278981741,20.418468568438247,22.508725779066726,3.036266499624042,0.0,0.5448929630871034,0.4816775004562539
3,3,184.1940744505104,150.5265069514466,0,65.25070938070593,29.217714100994556,30.67122150977093,6.660652689489224,5.542375167741704,0.04769497660100481,0.0
4,4,129.1263803066019,81.34494151209037,1,43.00925720601053,18.395355776353504,27.761638969038714,3.688868661322281,1.138226487493226,0.3017277531078715,0.07361391172956755
5,5,83.66688851029097,115.22182980539418,2,61.946903849678634,28.987596847246156,18.52964899272179,0.5322582563312442,4.455165423996759,0.4860168910923215,0.26766257358483103
6,6,66.98538897760113,285.80807108855595,2,33.48120460858176,27.858112619506247,28.16346908980952,10.883479026112836,9.435654881546723,0.3752853745311063,0.3708933189133156
7,7,134.77560182951672,127.43222569476717,2,43.13067333882089,24.62594237272952,26.638977031561524,0.0,0.0,0.4815710184869189,0.5038571491629005
8,8,435.5334596563251,107.88097206027423,0,50.29920318844425,26.125086768097862,32.89169252745919,0.0,0.0,0.0,0.0
9,9,93.2601162024792,224.09807479559652,2,44.300354248330166,17.100557579034714,25.654730871324112,0.0,0.0,0.6591523323075865,0.7135274901331699
10,10,54.37197787914131,119.50144316896461,2,38.3045879129252,18.791873381482777,15.85911303448556,0.0,0.0,0.5506133866912275,0.5086353738711661
11,11,40.54235191499858,844.7197682998202,2,49.43215862637559,21.57928055376103,16.253063627874262,0.0,3.8458205302857125,0.28713333141100233,0.3456283727351371
12,12,414.8847989743304,319.97376948759324,2,64.99145148215115,14.51245481420166,23.973689146222533,3.472995519757617,0.0,0.48186020476319874,0.3818387975144497
13,13,128.2795569876683,622.0028995077707,1,36.65964881799381,22.599038328891442,12.341700345439497,2.0144662278075263,1.7413798082179874,0.1960843472914423,0.027539479703977326
14,14,581.5125813561845,105.3583677479483,1,58.85274004774509,12.798393553246036,18.51847332243871,0.0,0.0,0.46887482814879966,0.5246514594630368
